登記日期,登記之選舉區,姓名,性別,推薦之政黨,受理登記機關,備註,id,zone
2023/11/21,"臺南市 > 第04選區",林宜瑾,女,民主進步黨,臺南市選舉委員會,,6453077e-275c-4258-805e-4ea10a8c0008,"2024-01 > 立法委員 > 臺南市 > 第04選區[區域]"
2023/11/21,"臺南市 > 第04選區",劉清田,男,司法改革黨,臺南市選舉委員會,,6453077e-275c-4258-805e-4ea10a8c0008,"2024-01 > 立法委員 > 臺南市 > 第04選區[區域]"
2023/11/21,"臺南市 > 第05選區",林俊憲,男,民主進步黨,臺南市選舉委員會,,64530789-71bc-4370-943d-48210a8c0008,"2024-01 > 立法委員 > 臺南市 > 第05選區[區域]"
2023/11/21,"臺南市 > 第05選區",王家貞,女,中國國民黨,臺南市選舉委員會,,64530789-71bc-4370-943d-48210a8c0008,"2024-01 > 立法委員 > 臺南市 > 第05選區[區域]"
2023/11/21,"臺南市 > 第06選區",王定宇,男,民主進步黨,臺南市選舉委員會,,64530754-74f4-49e7-ba4c-4e3a0a8c0008,"2024-01 > 立法委員 > 臺南市 > 第06選區[區域]"
2023/11/21,"臺南市 > 第06選區",陳以信,男,中國國民黨,臺南市選舉委員會,,64530754-74f4-49e7-ba4c-4e3a0a8c0008,"2024-01 > 立法委員 > 臺南市 > 第06選區[區域]"
2023/11/21,"高雄市 > 第02選區",曹桓榮,男,中國國民黨,高雄市選舉委員會,,64530622-fb6c-40fe-9433-4e9c0a8c0008,"2024-01 > 立法委員 > 高雄市 > 第02選區[區域]"
2023/11/21,"高雄市 > 第03選區",張正達,男,無,高雄市選舉委員會,,6453062d-7568-4bdd-a750-4bc20a8c0008,"2024-01 > 立法委員 > 高雄市 > 第03選區[區域]"
2023/11/21,"高雄市 > 第04選區",陳若翠,女,中國國民黨,高雄市選舉委員會,,64530638-bf9c-4189-8f57-4f960a8c0008,"2024-01 > 立法委員 > 高雄市 > 第04選區[區域]"
2023/11/21,"高雄市 > 第05選區",黃柏霖,男,中國國民黨,高雄市選舉委員會,,64530647-aac8-4ddf-b2b8-4c8f0a8c0008,"2024-01 > 立法委員 > 高雄市 > 第05選區[區域]"
2023/11/21,"高雄市 > 第05選區",李昆澤,男,民主進步黨,高雄市選舉委員會,,64530647-aac8-4ddf-b2b8-4c8f0a8c0008,"2024-01 > 立法委員 > 高雄市 > 第05選區[區域]"
2023/11/21,"高雄市 > 第07選區",王和平統一,男,司法改革黨,高雄市選舉委員會,,64530653-c218-4f81-8206-4fd50a8c0008,"2024-01 > 立法委員 > 高雄市 > 第07選區[區域]"
2023/11/21,"高雄市 > 第07選區",朱磊,男,無,高雄市選舉委員會,,64530653-c218-4f81-8206-4fd50a8c0008,"2024-01 > 立法委員 > 高雄市 > 第07選區[區域]"
2023/11/21,"高雄市 > 第08選區",李政憲,男,司法改革黨,高雄市選舉委員會,,64530617-404c-4589-ae82-49b80a8c0008,"2024-01 > 立法委員 > 高雄市 > 第08選區[區域]"
2023/11/21,"新竹縣 > 第02選區",王婉諭,女,時代力量,新竹縣選舉委員會,,6453042a-9134-4e5b-abb3-40450a8c0008,"2024-01 > 立法委員 > 新竹縣 > 第02選區[區域]"
2023/11/21,"苗栗縣 > 第02選區",曾玟學,男,無,苗栗縣選舉委員會,,6453050f-49ac-43fb-a1ff-43430a8c0008,"2024-01 > 立法委員 > 苗栗縣 > 第02選區[區域]"
2023/11/21,"苗栗縣 > 第02選區",邱鎮軍,男,中國國民黨,苗栗縣選舉委員會,,6453050f-49ac-43fb-a1ff-43430a8c0008,"2024-01 > 立法委員 > 苗栗縣 > 第02選區[區域]"
2023/11/21,"彰化縣 > 第01選區",陳秀寳,女,民主進步黨,彰化縣選舉委員會,,6436de12-0bb0-4703-bf11-4c380a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第01選區[區域]"
2023/11/21,"彰化縣 > 第02選區",黃秀芳,女,民主進步黨,彰化縣選舉委員會,,6436de1f-5c00-444d-b225-448c0a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第02選區[區域]"
2023/11/21,"南投縣 > 第01選區",許文忠,男,勞動黨,南投縣選舉委員會,,6436dbf2-3ef4-4835-a850-48f60a8c0008,"2024-01 > 立法委員 > 南投縣 > 第01選區[區域]"
2023/11/21,"南投縣 > 第02選區",陳癸佑,男,無,南投縣選舉委員會,,6436ddbb-3ad0-4348-ad72-4f280a8c0008,"2024-01 > 立法委員 > 南投縣 > 第02選區[區域]"
2023/11/21,"雲林縣 > 第01選區",吳炳輝,男,無,雲林縣選舉委員會,,6453044b-b230-425d-9983-4afd0a8c0008,"2024-01 > 立法委員 > 雲林縣 > 第01選區[區域]"
2023/11/21,"雲林縣 > 第02選區",劉建國,男,民主進步黨,雲林縣選舉委員會,,64530459-f63c-4c50-af66-4bf10a8c0008,"2024-01 > 立法委員 > 雲林縣 > 第02選區[區域]"
2023/11/21,"嘉義縣 > 第02選區",林國慶,男,無,嘉義縣選舉委員會,,6453023d-50a0-4d97-bca6-4d130a8c0008,"2024-01 > 立法委員 > 嘉義縣 > 第02選區[區域]"
2023/11/21,"屏東縣 > 第01選區",鍾佳濱,男,民主進步黨,屏東縣選舉委員會,,64530499-1418-4f76-b7fa-4b890a8c0008,"2024-01 > 立法委員 > 屏東縣 > 第01選區[區域]"
2023/11/21,"屏東縣 > 第01選區",黃明賢,男,中國國民黨,屏東縣選舉委員會,,64530499-1418-4f76-b7fa-4b890a8c0008,"2024-01 > 立法委員 > 屏東縣 > 第01選區[區域]"
2023/11/21,"屏東縣 > 第01選區",李孟翰,男,中華統一促進黨,屏東縣選舉委員會,,64530499-1418-4f76-b7fa-4b890a8c0008,"2024-01 > 立法委員 > 屏東縣 > 第01選區[區域]"
2023/11/21,宜蘭縣,黃琤婷,女,中國國民黨,宜蘭縣選舉委員會,,64530471-8e1c-49c4-955a-4a370a8c0008,"2024-01 > 立法委員 > 宜蘭縣 > 第01選區[區域]"
2023/11/21,宜蘭縣,陳琬惠,女,台灣民眾黨,宜蘭縣選舉委員會,,64530471-8e1c-49c4-955a-4a370a8c0008,"2024-01 > 立法委員 > 宜蘭縣 > 第01選區[區域]"
2023/11/21,花蓮縣,張美慧,女,民主進步黨,花蓮縣選舉委員會,,645303de-8c48-4e16-adba-47270a8c0008,"2024-01 > 立法委員 > 花蓮縣 > 第01選區[區域]"
2023/11/21,臺東縣,黃建賓,男,中國國民黨,臺東縣選舉委員會,,645303ef-ce60-4e4a-92b7-4a660a8c0008,"2024-01 > 立法委員 > 臺東縣 > 第01選區[區域]"
2023/11/21,臺東縣,許瑞貴,男,無,臺東縣選舉委員會,,645303ef-ce60-4e4a-92b7-4a660a8c0008,"2024-01 > 立法委員 > 臺東縣 > 第01選區[區域]"
2023/11/21,連江縣,陳雪生,男,中國國民黨,連江縣選舉委員會,,645305cf-9c20-42b8-9174-49d90a8c0008,"2024-01 > 立法委員 > 連江縣 > 第01選區[區域]"
2023/11/21,新竹市,邱顯智,男,時代力量,新竹市選舉委員會,,6453040c-0ea0-4775-af74-444c0a8c0008,"2024-01 > 立法委員 > 新竹市 > 第01選區[區域]"
2023/11/21,嘉義市,簡明廉,男,無,嘉義市選舉委員會,,645301af-c69c-494d-86ab-4f970a8c0008,"2024-01 > 立法委員 > 嘉義市 > 第01選區[區域]"
2023/11/22,"臺北市 > 第01選區",吳思瑤,女,民主進步黨,臺北市選舉委員會,,64488f2e-bc54-4975-a968-460f0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第01選區[區域]"
2023/11/22,"臺北市 > 第02選區",游淑慧,女,中國國民黨,臺北市選舉委員會,,64488f40-3124-48e7-b016-45b10a8c0008,"2024-01 > 立法委員 > 臺北市 > 第02選區[區域]"
2023/11/22,"臺北市 > 第02選區",王世堅,男,民主進步黨,臺北市選舉委員會,,64488f40-3124-48e7-b016-45b10a8c0008,"2024-01 > 立法委員 > 臺北市 > 第02選區[區域]"
2023/11/22,"臺北市 > 第02選區",郭啟源,男,中華統一促進黨,臺北市選舉委員會,,64488f40-3124-48e7-b016-45b10a8c0008,"2024-01 > 立法委員 > 臺北市 > 第02選區[區域]"
2023/11/22,"臺北市 > 第03選區",王鴻薇,女,中國國民黨,臺北市選舉委員會,,64488f4b-95b4-43b4-ab1f-4c3d0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第03選區[區域]"
2023/11/22,"臺北市 > 第03選區",謝佩芬,女,民主進步黨,臺北市選舉委員會,,64488f4b-95b4-43b4-ab1f-4c3d0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第03選區[區域]"
2023/11/22,"臺北市 > 第04選區",吳欣岱,女,台灣基進,臺北市選舉委員會,,64488fa4-9c24-4970-9b17-464d0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第04選區[區域]"
2023/11/22,"臺北市 > 第04選區",高嘉瑜,女,民主進步黨,臺北市選舉委員會,,64488fa4-9c24-4970-9b17-464d0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第04選區[區域]"
2023/11/22,"臺北市 > 第04選區",李彥秀,女,中國國民黨,臺北市選舉委員會,,64488fa4-9c24-4970-9b17-464d0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第04選區[區域]"
2023/11/22,"臺北市 > 第05選區",張華特,男,台灣麻將最大黨,臺北市選舉委員會,,64488fdc-77f0-4cdf-9414-4a7c0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第05選區[區域] "
2023/11/22,"臺北市 > 第05選區",李慧曦,女,司法改革黨,臺北市選舉委員會,,64488fdc-77f0-4cdf-9414-4a7c0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第05選區[區域] "
2023/11/22,"臺北市 > 第05選區",蘇諍,男,經濟黨,臺北市選舉委員會,112年11月23日補送（經濟,64488fdc-77f0-4cdf-9414-4a7c0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第05選區[區域] "
2023/11/22,"臺北市 > 第06選區",苗博雅,女,社會民主黨,臺北市選舉委員會,,64488ffc-8aec-4ffa-9653-434c0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第06選區[區域]"
2023/11/22,"臺北市 > 第07選區",許淑華,女,民主進步黨,臺北市選舉委員會,,6448900a-f368-4103-a042-484e0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第07選區[區域]"
2023/11/22,"臺北市 > 第08選區",張其祿,男,台灣民眾黨,臺北市選舉委員會,,64488fb7-a3e8-4ee2-b661-48a80a8c0008,"2024-01 > 立法委員 > 臺北市 > 第08選區[區域]"
2023/11/22,"新北市 > 第01選區",何博文,男,民主進步黨,新北市選舉委員會,,64530261-0040-406f-b6b6-4f2c0a8c0008,"2024-01 > 立法委員 > 新北市 > 第01選區[區域]"
2023/11/22,"新北市 > 第02選區",林淑芬,女,民主進步黨,新北市選舉委員會,,6453026d-b024-4b23-b237-437b0a8c0008,"2024-01 > 立法委員 > 新北市 > 第02選區[區域]"
2023/11/22,"新北市 > 第04選區",蔣欣璋,男,中國國民黨,新北市選舉委員會,,645302d2-6804-44fc-bd33-4f130a8c0008,"2024-01 > 立法委員 > 新北市 > 第04選區[區域]"
2023/11/22,"新北市 > 第07選區",羅致政,男,民主進步黨,新北市選舉委員會,,6453032e-2cb4-4f18-aca2-42f00a8c0008,"2024-01 > 立法委員 > 新北市 > 第07選區[區域]"
2023/11/22,"新北市 > 第10選區",吳琪銘,男,民主進步黨,新北市選舉委員會,,6453033e-b8e4-46f4-b1de-4fe00a8c0008,"2024-01 > 立法委員 > 新北市 > 第10選區[區域]"
2023/11/22,"新北市 > 第12選區",賴品妤,女,民主進步黨,新北市選舉委員會,,645302b5-8a7c-450c-a933-43590a8c0008,"2024-01 > 立法委員 > 新北市 > 第12選區[區域]"
2023/11/22,"桃園市 > 第01選區",鄭運鵬,男,民主進步黨,桃園市選舉委員會,,64530692-4cc4-4e24-b8fb-466c0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第01選區[區域]"
2023/11/22,"桃園市 > 第01選區",牛煦庭,男,中國國民黨,桃園市選舉委員會,,64530692-4cc4-4e24-b8fb-466c0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第01選區[區域]"
2023/11/22,"桃園市 > 第02選區",黃世杰,男,民主進步黨,桃園市選舉委員會,,6453069d-1844-4ca0-9a3a-428b0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第02選區[區域]"
2023/11/22,"桃園市 > 第03選區",徐鶯慈,女,小民參政歐巴桑聯盟,桃園市選舉委員會,,645306aa-29c4-4e1b-983e-482f0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第03選區[區域]"
2023/11/22,"桃園市 > 第03選區",魯明哲,男,中國國民黨,桃園市選舉委員會,,645306aa-29c4-4e1b-983e-482f0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第03選區[區域]"
2023/11/22,"桃園市 > 第04選區",范綱祥,男,民主進步黨,桃園市選舉委員會,,645306bb-6dec-45b8-b73a-42b20a8c0008,"2024-01 > 立法委員 > 桃園市 > 第04選區[區域]"
2023/11/22,"桃園市 > 第04選區",甘乃迪,男,台灣國民黨,桃園市選舉委員會,,645306bb-6dec-45b8-b73a-42b20a8c0008,"2024-01 > 立法委員 > 桃園市 > 第04選區[區域]"
2023/11/22,"桃園市 > 第05選區",賴香伶,女,台灣民眾黨,桃園市選舉委員會,,645306c6-a774-406a-bbb3-4acd0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第05選區[區域]"
2023/11/22,"桃園市 > 第05選區",呂玉玲,女,中國國民黨,桃園市選舉委員會,,645306c6-a774-406a-bbb3-4acd0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第05選區[區域]"
2023/11/22,"臺中市 > 第01選區",賴信全,男,無,臺中市選舉委員會,,645306f0-29ac-49f5-b592-4c850a8c0008,"2024-01 > 立法委員 > 臺中市 > 第01選區[區域]"
2023/11/22,"臺中市 > 第03選區",張烱春,男,司法改革黨,臺中市選舉委員會,,64530715-51d4-4521-8359-45a80a8c0008,"2024-01 > 立法委員 > 臺中市 > 第03選區[區域]"
2023/11/22,"臺中市 > 第04選區",李海碩,男,臺灣雙語無法黨,臺中市選舉委員會,,6453072e-af08-4208-b9fd-4f250a8c0008,"2024-01 > 立法委員 > 臺中市 > 第04選區[區域]"
2023/11/22,"臺中市 > 第04選區",林中翊,男,臺灣雙語無法黨,臺中市選舉委員會,,6453072e-af08-4208-b9fd-4f250a8c0008,"2024-01 > 立法委員 > 臺中市 > 第04選區[區域]"
2023/11/22,"臺中市 > 第05選區",謝旻汎,男,臺灣雙語無法黨,臺中市選舉委員會,,6453073a-8514-48e4-8bf7-429a0a8c0008,"2024-01 > 立法委員 > 臺中市 > 第05選區[區域]"
2023/11/22,"臺中市 > 第05選區",彭振芳,男,司法改革黨,臺中市選舉委員會,,6453073a-8514-48e4-8bf7-429a0a8c0008,"2024-01 > 立法委員 > 臺中市 > 第05選區[區域]"
2023/11/22,"臺中市 > 第07選區",林振東,男,司法改革黨,臺中市選舉委員會,,645306fc-e8c8-4b9f-8a84-4b6e0a8c0008,"2024-01 > 立法委員 > 臺中市 > 第07選區[區域]"
2023/11/22,"臺南市 > 第04選區",李全教,男,無,臺南市選舉委員會,,6453077e-275c-4258-805e-4ea10a8c0008,"2024-01 > 立法委員 > 臺南市 > 第04選區[區域]"
2023/11/22,"臺南市 > 第05選區",蕭燐洪,男,臺灣雙語無法黨,臺南市選舉委員會,,64530789-71bc-4370-943d-48210a8c0008,"2024-01 > 立法委員 > 臺南市 > 第05選區[區域]"
2023/11/22,"高雄市 > 第06選區",郭倍宏,男,喜樂島聯盟,高雄市選舉委員會,,6453065f-fc84-4dbd-b6f4-42aa0a8c0008,"2024-01 > 立法委員 > 高雄市 > 第06選區[區域]"
2023/11/22,"高雄市 > 第07選區",鍾易仲,男,中國國民黨,高雄市選舉委員會,,64530653-c218-4f81-8206-4fd50a8c0008,"2024-01 > 立法委員 > 高雄市 > 第07選區[區域]"
2023/11/22,"高雄市 > 第07選區",許智傑,男,民主進步黨,高雄市選舉委員會,,64530653-c218-4f81-8206-4fd50a8c0008,"2024-01 > 立法委員 > 高雄市 > 第07選區[區域]"
2023/11/22,"新竹縣 > 第01選區",徐欣瑩,女,中國國民黨,新竹縣選舉委員會,,6453041e-f160-4687-992d-4b280a8c0008,"2024-01 > 立法委員 > 新竹縣 > 第01選區[區域]"
2023/11/22,"新竹縣 > 第01選區",余筱菁,女,台灣綠黨,新竹縣選舉委員會,,6453041e-f160-4687-992d-4b280a8c0008,"2024-01 > 立法委員 > 新竹縣 > 第01選區[區域]"
2023/11/22,"新竹縣 > 第01選區",劉台穠,女,小民參政歐巴桑聯盟,新竹縣選舉委員會,,6453041e-f160-4687-992d-4b280a8c0008,"2024-01 > 立法委員 > 新竹縣 > 第01選區[區域]"
2023/11/22,"新竹縣 > 第02選區",黃秀龍,男,無,新竹縣選舉委員會,,6453042a-9134-4e5b-abb3-40450a8c0008,"2024-01 > 立法委員 > 新竹縣 > 第02選區[區域]"
2023/11/22,"彰化縣 > 第01選區",蘇群傑,男,無,彰化縣選舉委員會,,6436de12-0bb0-4703-bf11-4c380a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第01選區[區域]"
2023/11/22,"彰化縣 > 第03選區",吳音寧,女,民主進步黨,彰化縣選舉委員會,,6436de29-81b4-41bc-ab7f-48a40a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第03選區[區域]"
2023/11/22,"彰化縣 > 第04選區",鄭錫懋,男,臺灣雙語無法黨,彰化縣選舉委員會,,6436de39-15f4-4579-9ed5-42090a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第04選區[區域]"
2023/11/22,"雲林縣 > 第01選區",郭炳宏,男,中華統一促進黨,雲林縣選舉委員會,,6453044b-b230-425d-9983-4afd0a8c0008,"2024-01 > 立法委員 > 雲林縣 > 第01選區[區域]"
2023/11/22,"屏東縣 > 第01選區",張庭源,男,台灣維新,屏東縣選舉委員會,,64530499-1418-4f76-b7fa-4b890a8c0008,"2024-01 > 立法委員 > 屏東縣 > 第01選區[區域]"
2023/11/22,"屏東縣 > 第02選區",徐富癸,男,民主進步黨,屏東縣選舉委員會,,645304a9-d4b4-4cf9-866f-4a9f0a8c0008,"2024-01 > 立法委員 > 屏東縣 > 第02選區[區域]"
2023/11/22,臺東縣,劉櫂豪,男,無,臺東縣選舉委員會,,645303ef-ce60-4e4a-92b7-4a660a8c0008,"2024-01 > 立法委員 > 臺東縣 > 第01選區[區域]"
2023/11/22,連江縣,曹爾凱,男,台灣民眾黨,連江縣選舉委員會,,645305cf-9c20-42b8-9174-49d90a8c0008,"2024-01 > 立法委員 > 連江縣 > 第01選區[區域]"
2023/11/22,基隆市,邱紹祐,男,家庭基本收入,基隆市選舉委員會,,64530251-e958-47f0-b4d6-4f9e0a8c0008,"2024-01 > 立法委員 > 基隆市 > 第01選區[區域]"
2023/11/22,嘉義市,林智勲,男,臺灣雙語無法黨,嘉義市選舉委員會,,645301af-c69c-494d-86ab-4f970a8c0008,"2024-01 > 立法委員 > 嘉義市 > 第01選區[區域]"
2023/11/23,"臺北市 > 第01選區",張斯綱,男,中國國民黨,臺北市選舉委員會,,64488f2e-bc54-4975-a968-460f0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第01選區[區域]"
2023/11/23,"臺北市 > 第01選區",張臺勝,男,人民最大黨,臺北市選舉委員會,,64488f2e-bc54-4975-a968-460f0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第01選區[區域]"
2023/11/23,"臺北市 > 第01選區",胡金城,男,人民最大黨,臺北市選舉委員會,,64488f2e-bc54-4975-a968-460f0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第01選區[區域]"
2023/11/23,"臺北市 > 第02選區",藍信祺,男,無,臺北市選舉委員會,,64488f40-3124-48e7-b016-45b10a8c0008,"2024-01 > 立法委員 > 臺北市 > 第02選區[區域]"
2023/11/23,"臺北市 > 第02選區",何梅娟,女,人民最大黨,臺北市選舉委員會,,64488f40-3124-48e7-b016-45b10a8c0008,"2024-01 > 立法委員 > 臺北市 > 第02選區[區域]"
2023/11/23,"臺北市 > 第03選區",余新造,男,人民最大黨,臺北市選舉委員會,,64488f4b-95b4-43b4-ab1f-4c3d0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第03選區[區域]"
2023/11/23,"臺北市 > 第05選區",鍾小平,男,中國國民黨,臺北市選舉委員會,,64488fdc-77f0-4cdf-9414-4a7c0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第05選區[區域] "
2023/11/23,"臺北市 > 第05選區",許敬民,男,合一行動聯盟,臺北市選舉委員會,,64488fdc-77f0-4cdf-9414-4a7c0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第05選區[區域] "
2023/11/23,"臺北市 > 第05選區",陳燕玉,女,無,臺北市選舉委員會,,64488fdc-77f0-4cdf-9414-4a7c0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第05選區[區域] "
2023/11/23,"臺北市 > 第08選區",劉佩玲,女,台灣維新,臺北市選舉委員會,,64488fb7-a3e8-4ee2-b661-48a80a8c0008,"2024-01 > 立法委員 > 臺北市 > 第08選區[區域]"
2023/11/23,"臺北市 > 第08選區",賴士葆,男,中國國民黨,臺北市選舉委員會,,64488fb7-a3e8-4ee2-b661-48a80a8c0008,"2024-01 > 立法委員 > 臺北市 > 第08選區[區域]"
2023/11/23,"新北市 > 第01選區",徐百弟,男,台灣維新,新北市選舉委員會,,64530261-0040-406f-b6b6-4f2c0a8c0008,"2024-01 > 立法委員 > 新北市 > 第01選區[區域]"
2023/11/23,"新北市 > 第02選區",何淯笙,男,中華統一促進黨,新北市選舉委員會,,6453026d-b024-4b23-b237-437b0a8c0008,"2024-01 > 立法委員 > 新北市 > 第02選區[區域]"
