登記日期,登記之選舉區,姓名,性別,推薦之政黨,受理登記機關,備註,id,zone
2023/11/23,"新北市 > 第03選區",蔡明堂,男,中國國民黨,新北市選舉委員會,,645302c5-5e7c-4243-b8c8-4b880a8c0008,"2024-01 > 立法委員 > 新北市 > 第03選區[區域]"
2023/11/23,"新北市 > 第04選區",蘇輝湟,男,無,新北市選舉委員會,,645302d2-6804-44fc-bd33-4f130a8c0008,"2024-01 > 立法委員 > 新北市 > 第04選區[區域]"
2023/11/23,"新北市 > 第10選區",林金結,男,中國國民黨,新北市選舉委員會,,6453033e-b8e4-46f4-b1de-4fe00a8c0008,"2024-01 > 立法委員 > 新北市 > 第10選區[區域]"
2023/11/23,"新北市 > 第11選區",鄭添泉,男,無,新北市選舉委員會,,645302a5-7aa8-483f-8d20-442b0a8c0008,"2024-01 > 立法委員 > 新北市 > 第11選區[區域]"
2023/11/23,"新北市 > 第12選區",黃瑞傳,男,無,新北市選舉委員會,,645302b5-8a7c-450c-a933-43590a8c0008,"2024-01 > 立法委員 > 新北市 > 第12選區[區域]"
2023/11/23,"新北市 > 第12選區",廖先翔,男,中國國民黨,新北市選舉委員會,,645302b5-8a7c-450c-a933-43590a8c0008,"2024-01 > 立法委員 > 新北市 > 第12選區[區域]"
2023/11/23,"新北市 > 第12選區",陳長志,男,台灣維新,新北市選舉委員會,,645302b5-8a7c-450c-a933-43590a8c0008,"2024-01 > 立法委員 > 新北市 > 第12選區[區域]"
2023/11/23,"桃園市 > 第01選區",馬治薇,女,無,桃園市選舉委員會,,64530692-4cc4-4e24-b8fb-466c0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第01選區[區域]"
2023/11/23,"桃園市 > 第02選區",涂權吉,男,中國國民黨,桃園市選舉委員會,,6453069d-1844-4ca0-9a3a-428b0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第02選區[區域]"
2023/11/23,"桃園市 > 第02選區",陳志豪,男,中華統一促進黨,桃園市選舉委員會,,6453069d-1844-4ca0-9a3a-428b0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第02選區[區域]"
2023/11/23,"桃園市 > 第05選區",易乃文,男,司法改革黨,桃園市選舉委員會,,645306c6-a774-406a-bbb3-4acd0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第05選區[區域]"
2023/11/23,"臺中市 > 第01選區",劉燈鐘,男,無,臺中市選舉委員會,,645306f0-29ac-49f5-b592-4c850a8c0008,"2024-01 > 立法委員 > 臺中市 > 第01選區[區域]"
2023/11/23,"臺中市 > 第04選區",陳志彬,男,無,臺中市選舉委員會,,6453072e-af08-4208-b9fd-4f250a8c0008,"2024-01 > 立法委員 > 臺中市 > 第04選區[區域]"
2023/11/23,"臺中市 > 第05選區",蔡善雯,女,小民參政歐巴桑聯盟,臺中市選舉委員會,,6453073a-8514-48e4-8bf7-429a0a8c0008,"2024-01 > 立法委員 > 臺中市 > 第05選區[區域]"
2023/11/23,"臺中市 > 第05選區",林澤培,女,中華統一促進黨,臺中市選舉委員會,,6453073a-8514-48e4-8bf7-429a0a8c0008,"2024-01 > 立法委員 > 臺中市 > 第05選區[區域]"
2023/11/23,"臺中市 > 第06選區",江肇國,男,民主進步黨,臺中市選舉委員會,,64530722-2be0-429a-b630-4db80a8c0008,"2024-01 > 立法委員 > 臺中市 > 第06選區[區域]"
2023/11/23,"臺中市 > 第06選區",黃千庭,女,中華統一促進黨,臺中市選舉委員會,,64530722-2be0-429a-b630-4db80a8c0008,"2024-01 > 立法委員 > 臺中市 > 第06選區[區域]"
2023/11/23,"臺中市 > 第08選區",江啟臣,男,中國國民黨,臺中市選舉委員會,,645306e6-c294-480a-a332-4a040a8c0008,"2024-01 > 立法委員 > 臺中市 > 第08選區[區域]"
2023/11/23,"臺南市 > 第01選區",林芳竹,女,中華統一促進黨,臺南市選舉委員會,,6453075e-98a0-4a15-bc89-420e0a8c0008,"2024-01 > 立法委員 > 臺南市 > 第01選區[區域]"
2023/11/23,"臺南市 > 第02選區",陳昆和,男,無,臺南市選舉委員會,,64530768-727c-47f5-b9c5-44280a8c0008,"2024-01 > 立法委員 > 臺南市 > 第02選區[區域]"
2023/11/23,"臺南市 > 第02選區",郭國文,男,民主進步黨,臺南市選舉委員會,,64530768-727c-47f5-b9c5-44280a8c0008,"2024-01 > 立法委員 > 臺南市 > 第02選區[區域]"
2023/11/23,"臺南市 > 第02選區",詹秋嫻,女,人民最大黨,臺南市選舉委員會,,64530768-727c-47f5-b9c5-44280a8c0008,"2024-01 > 立法委員 > 臺南市 > 第02選區[區域]"
2023/11/23,"高雄市 > 第03選區",李柏毅,男,民主進步黨,高雄市選舉委員會,,6453062d-7568-4bdd-a750-4bc20a8c0008,"2024-01 > 立法委員 > 高雄市 > 第03選區[區域]"
2023/11/23,"高雄市 > 第03選區",李眉蓁,女,中國國民黨,高雄市選舉委員會,,6453062d-7568-4bdd-a750-4bc20a8c0008,"2024-01 > 立法委員 > 高雄市 > 第03選區[區域]"
2023/11/23,"高雄市 > 第03選區",郭璽,男,台灣麻將最大黨,高雄市選舉委員會,,6453062d-7568-4bdd-a750-4bc20a8c0008,"2024-01 > 立法委員 > 高雄市 > 第03選區[區域]"
2023/11/23,"高雄市 > 第06選區",陳美雅,女,中國國民黨,高雄市選舉委員會,,6453065f-fc84-4dbd-b6f4-42aa0a8c0008,"2024-01 > 立法委員 > 高雄市 > 第06選區[區域]"
2023/11/23,"高雄市 > 第07選區",洪啟修,男,無,高雄市選舉委員會,,64530653-c218-4f81-8206-4fd50a8c0008,"2024-01 > 立法委員 > 高雄市 > 第07選區[區域]"
2023/11/23,"高雄市 > 第08選區",李明璇,女,中國國民黨,高雄市選舉委員會,,64530617-404c-4589-ae82-49b80a8c0008,"2024-01 > 立法委員 > 高雄市 > 第08選區[區域]"
2023/11/23,"苗栗縣 > 第01選區",康世明,男,民主進步黨,苗栗縣選舉委員會,,645304fd-d604-4b5d-a73b-42830a8c0008,"2024-01 > 立法委員 > 苗栗縣 > 第01選區[區域]"
2023/11/23,"彰化縣 > 第03選區",桂麗娜,女,中華統一促進黨,彰化縣選舉委員會,,6436de29-81b4-41bc-ab7f-48a40a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第03選區[區域]"
2023/11/23,"彰化縣 > 第04選區",蔡念諶,男,中華文化共和黨,彰化縣選舉委員會,,6436de39-15f4-4579-9ed5-42090a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第04選區[區域]"
2023/11/23,"南投縣 > 第01選區",林金潭,男,無,南投縣選舉委員會,,6436dbf2-3ef4-4835-a850-48f60a8c0008,"2024-01 > 立法委員 > 南投縣 > 第01選區[區域]"
2023/11/23,"南投縣 > 第01選區",馬文君,女,中國國民黨,南投縣選舉委員會,,6436dbf2-3ef4-4835-a850-48f60a8c0008,"2024-01 > 立法委員 > 南投縣 > 第01選區[區域]"
2023/11/23,"南投縣 > 第01選區",李圓恩,女,小民參政歐巴桑聯盟,南投縣選舉委員會,,6436dbf2-3ef4-4835-a850-48f60a8c0008,"2024-01 > 立法委員 > 南投縣 > 第01選區[區域]"
2023/11/23,"南投縣 > 第02選區",蔡培慧,女,民主進步黨,南投縣選舉委員會,,6436ddbb-3ad0-4348-ad72-4f280a8c0008,"2024-01 > 立法委員 > 南投縣 > 第02選區[區域]"
2023/11/23,"嘉義縣 > 第01選區",詹琬蓁,女,中國國民黨,嘉義縣選舉委員會,,6453022d-ce70-43ab-bff5-4efb0a8c0008,"2024-01 > 立法委員 > 嘉義縣 > 第01選區[區域]"
2023/11/23,"嘉義縣 > 第02選區",黃一哲,男,台灣維新,嘉義縣選舉委員會,,6453023d-50a0-4d97-bca6-4d130a8c0008,"2024-01 > 立法委員 > 嘉義縣 > 第02選區[區域]"
2023/11/23,"屏東縣 > 第01選區",鄭清原,男,無,屏東縣選舉委員會,,64530499-1418-4f76-b7fa-4b890a8c0008,"2024-01 > 立法委員 > 屏東縣 > 第01選區[區域]"
2023/11/23,宜蘭縣,林錦坤,男,無,宜蘭縣選舉委員會,,64530471-8e1c-49c4-955a-4a370a8c0008,"2024-01 > 立法委員 > 宜蘭縣 > 第01選區[區域]"
2023/11/23,花蓮縣,傅崐萁,男,中國國民黨,花蓮縣選舉委員會,,645303de-8c48-4e16-adba-47270a8c0008,"2024-01 > 立法委員 > 花蓮縣 > 第01選區[區域]"
2023/11/23,金門縣,尚文凱,女,台灣民眾黨,金門縣選舉委員會,,645305e0-07c8-4a05-9f71-45090a8c0008,"2024-01 > 立法委員 > 金門縣 > 第01選區[區域]"
2023/11/23,基隆市,王醒之,男,無,基隆市選舉委員會,,64530251-e958-47f0-b4d6-4f9e0a8c0008,"2024-01 > 立法委員 > 基隆市 > 第01選區[區域]"
2023/11/23,基隆市,謝海菁,女,小民參政歐巴桑聯盟,基隆市選舉委員會,,64530251-e958-47f0-b4d6-4f9e0a8c0008,"2024-01 > 立法委員 > 基隆市 > 第01選區[區域]"
2023/11/24,"臺北市 > 第01選區",侯漢廷,男,無,臺北市選舉委員會,,64488f2e-bc54-4975-a968-460f0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第01選區[區域]"
2023/11/24,"臺北市 > 第01選區",賴宗育,男,人民民主黨,臺北市選舉委員會,,64488f2e-bc54-4975-a968-460f0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第01選區[區域]"
2023/11/24,"臺北市 > 第02選區",熊嘉玲,女,制度救世島,臺北市選舉委員會,,64488f40-3124-48e7-b016-45b10a8c0008,"2024-01 > 立法委員 > 臺北市 > 第02選區[區域]"
2023/11/24,"臺北市 > 第03選區",楊時睿,男,台灣維新,臺北市選舉委員會,,64488f4b-95b4-43b4-ab1f-4c3d0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第03選區[區域]"
2023/11/24,"臺北市 > 第03選區",高士恩,男,制度救世島,臺北市選舉委員會,,64488f4b-95b4-43b4-ab1f-4c3d0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第03選區[區域]"
2023/11/24,"臺北市 > 第04選區",黃啟彬,男,制度救世島,臺北市選舉委員會,,64488fa4-9c24-4970-9b17-464d0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第04選區[區域]"
2023/11/24,"臺北市 > 第05選區",孫智麗,女,無,臺北市選舉委員會,,64488fdc-77f0-4cdf-9414-4a7c0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第05選區[區域] "
2023/11/24,"臺北市 > 第06選區",朱翊銘,男,台灣維新,臺北市選舉委員會,,64488ffc-8aec-4ffa-9653-434c0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第06選區[區域]"
2023/11/24,"臺北市 > 第06選區",張雪卿,女,制度救世島,臺北市選舉委員會,,64488ffc-8aec-4ffa-9653-434c0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第06選區[區域]"
2023/11/24,"臺北市 > 第07選區",陳韋安,男,無,臺北市選舉委員會,,6448900a-f368-4103-a042-484e0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第07選區[區域]"
2023/11/24,"臺北市 > 第07選區",羅丹,男,台灣維新,臺北市選舉委員會,,6448900a-f368-4103-a042-484e0a8c0008,"2024-01 > 立法委員 > 臺北市 > 第07選區[區域]"
2023/11/24,"臺北市 > 第08選區",張維學,男,無,臺北市選舉委員會,,64488fb7-a3e8-4ee2-b661-48a80a8c0008,"2024-01 > 立法委員 > 臺北市 > 第08選區[區域]"
2023/11/24,"新北市 > 第01選區",游清池,男,制度救世島,新北市選舉委員會,,64530261-0040-406f-b6b6-4f2c0a8c0008,"2024-01 > 立法委員 > 新北市 > 第01選區[區域]"
2023/11/24,"新北市 > 第03選區",蘇卿彥,男,無,新北市選舉委員會,,645302c5-5e7c-4243-b8c8-4b880a8c0008,"2024-01 > 立法委員 > 新北市 > 第03選區[區域]"
2023/11/24,"新北市 > 第04選區",邱吉均,男,制度救世島,新北市選舉委員會,,645302d2-6804-44fc-bd33-4f130a8c0008,"2024-01 > 立法委員 > 新北市 > 第04選區[區域]"
2023/11/24,"新北市 > 第04選區",洪懿馥,女,無,新北市選舉委員會,,645302d2-6804-44fc-bd33-4f130a8c0008,"2024-01 > 立法委員 > 新北市 > 第04選區[區域]"
2023/11/24,"新北市 > 第06選區",林國春,男,中國國民黨,新北市選舉委員會,,645302f3-ba58-4bcd-b441-4eea0a8c0008,"2024-01 > 立法委員 > 新北市 > 第06選區[區域]"
2023/11/24,"新北市 > 第07選區",葉元之,男,中國國民黨,新北市選舉委員會,,6453032e-2cb4-4f18-aca2-42f00a8c0008,"2024-01 > 立法委員 > 新北市 > 第07選區[區域]"
2023/11/24,"新北市 > 第07選區",劉書婷,女,小民參政歐巴桑聯盟,新北市選舉委員會,,6453032e-2cb4-4f18-aca2-42f00a8c0008,"2024-01 > 立法委員 > 新北市 > 第07選區[區域]"
2023/11/24,"新北市 > 第09選區",陳愷寧,女,台灣維新,新北市選舉委員會,,6453036c-55bc-4bfc-8519-4ad80a8c0008,"2024-01 > 立法委員 > 新北市 > 第09選區[區域]"
2023/11/24,"新北市 > 第10選區",孟藹倫,女,人民最大黨,新北市選舉委員會,,6453033e-b8e4-46f4-b1de-4fe00a8c0008,"2024-01 > 立法委員 > 新北市 > 第10選區[區域]"
2023/11/24,"新北市 > 第11選區",張家榛,女,人民最大黨,新北市選舉委員會,,645302a5-7aa8-483f-8d20-442b0a8c0008,"2024-01 > 立法委員 > 新北市 > 第11選區[區域]"
2023/11/24,"新北市 > 第11選區",魏趨安,男,制度救世島,新北市選舉委員會,,645302a5-7aa8-483f-8d20-442b0a8c0008,"2024-01 > 立法委員 > 新北市 > 第11選區[區域]"
2023/11/24,"新北市 > 第12選區",楊木火,男,無,新北市選舉委員會,,645302b5-8a7c-450c-a933-43590a8c0008,"2024-01 > 立法委員 > 新北市 > 第12選區[區域]"
2023/11/24,"桃園市 > 第02選區",王思玟,男,無,桃園市選舉委員會,,6453069d-1844-4ca0-9a3a-428b0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第02選區[區域]"
2023/11/24,"桃園市 > 第03選區",戴浙,男,制度救世島,桃園市選舉委員會,,645306aa-29c4-4e1b-983e-482f0a8c0008,"2024-01 > 立法委員 > 桃園市 > 第03選區[區域]"
2023/11/24,"桃園市 > 第04選區",黃明莉,女,無,桃園市選舉委員會,,645306bb-6dec-45b8-b73a-42b20a8c0008,"2024-01 > 立法委員 > 桃園市 > 第04選區[區域]"
2023/11/24,"桃園市 > 第06選區",邱若華,女,中國國民黨,桃園市選舉委員會,,64530688-e248-4cba-9d7e-48080a8c0008,"2024-01 > 立法委員 > 桃園市 > 第06選區[區域]"
2023/11/24,"桃園市 > 第06選區",劉睿宸,男,復康聯盟黨,桃園市選舉委員會,,64530688-e248-4cba-9d7e-48080a8c0008,"2024-01 > 立法委員 > 桃園市 > 第06選區[區域]"
2023/11/24,"桃園市 > 第06選區",翁紹庭,女,人民最大黨,桃園市選舉委員會,,64530688-e248-4cba-9d7e-48080a8c0008,"2024-01 > 立法委員 > 桃園市 > 第06選區[區域]"
2023/11/24,"桃園市 > 第06選區",李慕妍,女,台灣民眾黨,桃園市選舉委員會,,64530688-e248-4cba-9d7e-48080a8c0008,"2024-01 > 立法委員 > 桃園市 > 第06選區[區域]"
2023/11/24,"臺中市 > 第02選區",紀銘修,男,無,臺中市選舉委員會,,6453070a-34ec-4d0e-a17c-41280a8c0008,"2024-01 > 立法委員 > 臺中市 > 第02選區[區域]"
2023/11/24,"臺中市 > 第02選區",洪麗華,女,司法正義黨,臺中市選舉委員會,,6453070a-34ec-4d0e-a17c-41280a8c0008,"2024-01 > 立法委員 > 臺中市 > 第02選區[區域]"
2023/11/24,"臺中市 > 第05選區",陳維新,女,無,臺中市選舉委員會,,6453073a-8514-48e4-8bf7-429a0a8c0008,"2024-01 > 立法委員 > 臺中市 > 第05選區[區域]"
2023/11/24,"臺南市 > 第01選區",蔡承攸,男,復康聯盟黨,臺南市選舉委員會,,6453075e-98a0-4a15-bc89-420e0a8c0008,"2024-01 > 立法委員 > 臺南市 > 第01選區[區域]"
2023/11/24,"高雄市 > 第01選區",曾尹儷,女,台灣民眾黨,高雄市選舉委員會,,64530607-7b44-4caf-9d77-48280a8c0008,"2024-01 > 立法委員 > 高雄市 > 第01選區[區域]"
2023/11/24,"高雄市 > 第01選區",劉承智,男,人民最大黨,高雄市選舉委員會,,64530607-7b44-4caf-9d77-48280a8c0008,"2024-01 > 立法委員 > 高雄市 > 第01選區[區域]"
2023/11/24,"高雄市 > 第01選區",林義迪,男,無,高雄市選舉委員會,,64530607-7b44-4caf-9d77-48280a8c0008,"2024-01 > 立法委員 > 高雄市 > 第01選區[區域]"
2023/11/24,"高雄市 > 第03選區",陳銓霖,男,無,高雄市選舉委員會,,6453062d-7568-4bdd-a750-4bc20a8c0008,"2024-01 > 立法委員 > 高雄市 > 第03選區[區域]"
2023/11/24,"高雄市 > 第05選區",楊椒喬,男,無,高雄市選舉委員會,,64530647-aac8-4ddf-b2b8-4c8f0a8c0008,"2024-01 > 立法委員 > 高雄市 > 第05選區[區域]"
2023/11/24,"高雄市 > 第05選區",張芳愉,女,小民參政歐巴桑聯盟,高雄市選舉委員會,,64530647-aac8-4ddf-b2b8-4c8f0a8c0008,"2024-01 > 立法委員 > 高雄市 > 第05選區[區域]"
2023/11/24,"新竹縣 > 第01選區",劉復嵐,男,台灣維新,新竹縣選舉委員會,,6453041e-f160-4687-992d-4b280a8c0008,"2024-01 > 立法委員 > 新竹縣 > 第01選區[區域]"
2023/11/24,"彰化縣 > 第01選區",阮厚爵,男,中國國民黨,彰化縣選舉委員會,,6436de12-0bb0-4703-bf11-4c380a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第01選區[區域]"
2023/11/24,"彰化縣 > 第02選區",楊曜聰,男,中國國民黨,彰化縣選舉委員會,,6436de1f-5c00-444d-b225-448c0a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第02選區[區域]"
2023/11/24,"彰化縣 > 第03選區",謝衣鳯,女,中國國民黨,彰化縣選舉委員會,,6436de29-81b4-41bc-ab7f-48a40a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第03選區[區域]"
2023/11/24,"彰化縣 > 第04選區",鄭俊雄,男,中國國民黨,彰化縣選舉委員會,,6436de39-15f4-4579-9ed5-42090a8c0008,"2024-01 > 立法委員 > 彰化縣 > 第04選區[區域]"
2023/11/24,"雲林縣 > 第01選區",陳俊龍,男,無,雲林縣選舉委員會,,6453044b-b230-425d-9983-4afd0a8c0008,"2024-01 > 立法委員 > 雲林縣 > 第01選區[區域]"
2023/11/24,"嘉義縣 > 第02選區",廖昱婧,女,無,嘉義縣選舉委員會,,6453023d-50a0-4d97-bca6-4d130a8c0008,"2024-01 > 立法委員 > 嘉義縣 > 第02選區[區域]"
2023/11/24,"嘉義縣 > 第02選區",簡銘傑,男,制度救世島,嘉義縣選舉委員會,,6453023d-50a0-4d97-bca6-4d130a8c0008,"2024-01 > 立法委員 > 嘉義縣 > 第02選區[區域]"
2023/11/24,"屏東縣 > 第01選區",曾鈺庭,男,無,屏東縣選舉委員會,,64530499-1418-4f76-b7fa-4b890a8c0008,"2024-01 > 立法委員 > 屏東縣 > 第01選區[區域]"
2023/11/24,"屏東縣 > 第02選區",何秋葺,女,人民最大黨,屏東縣選舉委員會,,645304a9-d4b4-4cf9-866f-4a9f0a8c0008,"2024-01 > 立法委員 > 屏東縣 > 第02選區[區域]"
2023/11/24,宜蘭縣,邱介勲,男,制度救世島,宜蘭縣選舉委員會,,64530471-8e1c-49c4-955a-4a370a8c0008,"2024-01 > 立法委員 > 宜蘭縣 > 第01選區[區域]"
2023/11/24,宜蘭縣,林意評,男,台灣基進,宜蘭縣選舉委員會,,64530471-8e1c-49c4-955a-4a370a8c0008,"2024-01 > 立法委員 > 宜蘭縣 > 第01選區[區域]"
2023/11/24,花蓮縣,周玉梅,女,制度救世島,花蓮縣選舉委員會,,645303de-8c48-4e16-adba-47270a8c0008,"2024-01 > 立法委員 > 花蓮縣 > 第01選區[區域]"
2023/11/24,臺東縣,陳長宏,男,無,臺東縣選舉委員會,,645303ef-ce60-4e4a-92b7-4a660a8c0008,"2024-01 > 立法委員 > 臺東縣 > 第01選區[區域]"
2023/11/24,澎湖縣,楊曜,男,民主進步黨,澎湖縣選舉委員會,,645304d4-ea10-4f6e-a26e-41320a8c0008,"2024-01 > 立法委員 > 澎湖縣 > 第01選區[區域]"
2023/11/24,金門縣,洪和成,男,無,金門縣選舉委員會,,645305e0-07c8-4a05-9f71-45090a8c0008,"2024-01 > 立法委員 > 金門縣 > 第01選區[區域]"
2023/11/24,金門縣,歐陽儀雄,男,無,金門縣選舉委員會,,645305e0-07c8-4a05-9f71-45090a8c0008,"2024-01 > 立法委員 > 金門縣 > 第01選區[區域]"
2023/11/24,基隆市,林沛祥,男,中國國民黨,基隆市選舉委員會,,64530251-e958-47f0-b4d6-4f9e0a8c0008,"2024-01 > 立法委員 > 基隆市 > 第01選區[區域]"
2023/11/24,新竹市,趙福龍,男,制度救世島,新竹市選舉委員會,,6453040c-0ea0-4775-af74-444c0a8c0008,"2024-01 > 立法委員 > 新竹市 > 第01選區[區域]"
2023/11/24,新竹市,楊清華,男,司法改革黨,新竹市選舉委員會,,6453040c-0ea0-4775-af74-444c0a8c0008,"2024-01 > 立法委員 > 新竹市 > 第01選區[區域]"
2023/11/24,新竹市,王榮德,男,無,新竹市選舉委員會,,6453040c-0ea0-4775-af74-444c0a8c0008,"2024-01 > 立法委員 > 新竹市 > 第01選區[區域]"
2023/11/24,嘉義市,王美惠,女,民主進步黨,嘉義市選舉委員會,,645301af-c69c-494d-86ab-4f970a8c0008,"2024-01 > 立法委員 > 嘉義市 > 第01選區[區域]"
2023/11/24,嘉義市,蔡松益,男,復康聯盟黨,嘉義市選舉委員會,,645301af-c69c-494d-86ab-4f970a8c0008,"2024-01 > 立法委員 > 嘉義市 > 第01選區[區域]"
